order_id,order_date,warehouse_id,warehouse_city,warehouse_state,warehouse_region,product_category,unit_price,quantity,order_value,product_weight_kg,total_weight_kg,shipping_method,expected_delivery_date,actual_delivery_date,carrier,order_status,delivery_delay_days,shipping_cost,customer_satisfaction,inventory_level,reorder_point,stock_status,supplier,supplier_rating,lead_time_days,return_reason,distance_km,route_optimization_score,warehouse_lat,warehouse_lon
ORD-003743,2025-12-28,FC-CHI-03,Chicago,IL,Midwest,Toys,137.34,3,412.02,3.29,9.87,One-Day,2025-12-29,2025-12-31,Amazon Logistics,Delivered,2.0,18.31,3.0,332,50,In Stock,Supplier-D,4.0,4,,227.4,0.64,41.87,-87.62
ORD-003744,2025-12-11,FC-CHI-03,Chicago,IL,Midwest,Health & Personal Care,288.81,5,1444.05,4.27,21.35,One-Day,2025-12-12,2025-12-11,Amazon Logistics,Delivered,-1.0,63.19,5.0,259,97,In Stock,Supplier-D,2.6,16,,2007.3,0.61,41.87,-87.62
ORD-003745,2026-01-20,FC-DFW-04,Dallas,TX,South,Office Products,244.17,3,732.51,6.03,18.09,Two-Day,2026-01-22,2026-01-23,UPS,Delivered,1.0,53.27,4.0,64,53,In Stock,Supplier-D,2.7,13,,2174.4,0.83,32.77,-96.79
ORD-003746,2025-11-23,FC-DFW-04,Dallas,TX,South,Home & Kitchen,164.94,5,824.7,2.09,10.45,Standard (3-5 days),2025-11-27,,FedEx,In Transit,,33.56,,167,24,In Stock,Supplier-C,4.5,13,,1777.0,0.84,32.77,-96.79
ORD-003747,2025-08-25,FC-ATL-07,Atlanta,GA,Southeast,Electronics,689.84,2,1379.68,1.75,3.5,Standard (3-5 days),2025-08-29,2025-08-29,UPS,Delivered,0.0,5.99,5.0,29,96,Low Stock,Supplier-A,3.7,6,,2921.3,0.85,33.75,-84.38
ORD-003748,2025-10-19,FC-SEA-06,Seattle,WA,West,Books,10.88,4,43.52,2.18,8.72,Two-Day,2025-10-21,,UPS,Out for Delivery,,10.98,,314,91,In Stock,Supplier-E,3.3,21,,1352.2,0.86,47.6,-122.33
ORD-003749,2025-11-03,FC-LAX-02,Los Angeles,CA,West,Home & Kitchen,341.62,3,1024.86,1.55,4.65,Two-Day,2025-11-05,,USPS,Out for Delivery,,10.96,,109,51,In Stock,Supplier-E,3.8,19,,1626.9,0.75,34.05,-118.24
ORD-003750,2026-05-11,FC-DEN-08,Denver,CO,West,Electronics,807.47,1,807.47,1.14,1.14,Two-Day,2026-05-13,,USPS,In Transit,,4.56,,401,37,In Stock,Supplier-E,4.2,18,,2204.4,0.8,39.73,-104.99
ORD-003751,2025-07-28,FC-LAX-02,Los Angeles,CA,West,Grocery,83.79,5,418.95,5.47,27.35,Two-Day,2025-07-30,2025-07-31,Amazon Logistics,Delivered,1.0,48.12,4.0,281,72,In Stock,Supplier-A,3.4,20,,793.9,0.9,34.05,-118.24
ORD-003752,2025-10-20,FC-DFW-04,Dallas,TX,South,Electronics,168.79,1,168.79,0.71,0.71,Standard (3-5 days),2025-10-25,2025-10-25,USPS,Delivered,0.0,3.76,5.0,333,74,In Stock,Supplier-D,2.9,19,,759.2,0.91,32.77,-96.79
ORD-003753,2026-03-25,FC-MIA-05,Miami,FL,Southeast,Home & Kitchen,379.09,1,379.09,8.57,8.57,One-Day,2026-03-26,2026-03-27,UPS,Delivered,1.0,22.74,5.0,159,96,In Stock,Supplier-B,4.6,20,,210.9,0.63,25.76,-80.19
ORD-003754,2026-04-18,FC-LAX-02,Los Angeles,CA,West,Clothing,54.43,2,108.86,0.89,1.78,Standard (3-5 days),2026-04-22,2026-04-22,FedEx,Delivered,0.0,7.68,4.0,176,79,In Stock,Supplier-E,3.0,10,,2938.3,0.81,34.05,-118.24
ORD-003755,2026-04-18,FC-CHI-03,Chicago,IL,Midwest,Books,74.78,1,74.78,1.6,1.6,Two-Day,2026-04-20,2026-04-19,FedEx,Delivered,-1.0,4.26,5.0,327,33,In Stock,Supplier-B,4.8,10,,2756.1,0.79,41.87,-87.62
ORD-003756,2026-04-22,FC-NYC-01,New York,NY,Northeast,Home & Kitchen,398.24,2,796.48,12.64,25.28,One-Day,2026-04-23,,UPS,Out for Delivery,,65.85,,405,73,In Stock,Supplier-C,4.9,6,,227.5,0.61,40.71,-74.0
ORD-003757,2025-11-07,FC-MIA-05,Miami,FL,Southeast,Health & Personal Care,42.73,2,85.46,0.32,0.64,Economy (5-8 days),2025-11-14,2025-11-16,FedEx,Delivered,2.0,3.22,2.0,370,79,In Stock,Supplier-A,3.3,3,,1556.4,0.75,25.76,-80.19
ORD-003758,2026-06-03,FC-LAX-02,Los Angeles,CA,West,Home & Kitchen,330.02,1,330.02,9.34,9.34,Standard (3-5 days),2026-06-07,2026-06-07,FedEx,Delivered,0.0,14.55,3.0,30,29,In Stock,Supplier-A,4.9,19,,1394.1,0.91,34.05,-118.24
ORD-003759,2025-06-28,FC-SEA-06,Seattle,WA,West,Electronics,298.47,5,1492.35,1.5,7.5,One-Day,2025-06-29,2025-06-29,Amazon Logistics,Delivered,0.0,18.23,5.0,301,32,In Stock,Supplier-C,4.0,10,,1503.9,0.96,47.6,-122.33
ORD-003760,2026-05-18,FC-LAX-02,Los Angeles,CA,West,Grocery,8.47,1,8.47,7.89,7.89,One-Day,2026-05-19,2026-05-20,Amazon Logistics,Delivered,1.0,18.15,2.0,403,83,In Stock,Supplier-C,4.4,5,,174.3,0.74,34.05,-118.24
ORD-003761,2025-11-16,FC-DFW-04,Dallas,TX,South,Toys,103.63,5,518.15,3.02,15.1,Two-Day,2025-11-18,2025-11-20,FedEx,Delivered,2.0,46.58,2.0,154,80,In Stock,Supplier-E,5.0,4,,1094.2,0.91,32.77,-96.79
ORD-003762,2025-09-28,FC-DFW-04,Dallas,TX,South,Toys,147.08,4,588.32,4.53,18.12,One-Day,2025-09-29,,USPS,In Transit,,33.06,,215,44,In Stock,Supplier-D,4.8,11,,2538.5,0.99,32.77,-96.79
ORD-003763,2026-03-07,FC-SEA-06,Seattle,WA,West,Automotive,187.68,3,563.04,3.61,10.83,Two-Day,2026-03-09,2026-03-09,UPS,Delivered,0.0,23.3,5.0,431,77,In Stock,Supplier-C,3.7,16,,2732.7,0.99,47.6,-122.33
ORD-003764,2026-04-21,FC-DEN-08,Denver,CO,West,Home & Kitchen,223.57,1,223.57,8.99,8.99,Standard (3-5 days),2026-04-26,2026-04-26,Amazon Logistics,Delivered,0.0,25.09,5.0,242,46,In Stock,Supplier-C,3.1,15,,1610.3,0.94,39.73,-104.99
ORD-003765,2026-03-02,FC-LAX-02,Los Angeles,CA,West,Health & Personal Care,85.24,5,426.2,6.44,32.2,Standard (3-5 days),2026-03-06,2026-03-08,Amazon Logistics,Delivered,2.0,89.4,2.0,59,74,Low Stock,Supplier-E,2.5,19,,987.0,0.7,34.05,-118.24
ORD-003766,2025-09-19,FC-DEN-08,Denver,CO,West,Health & Personal Care,44.59,3,133.77,0.94,2.82,One-Day,2025-09-20,2025-09-20,DHL,Delivered,0.0,6.97,4.0,134,55,In Stock,Supplier-D,4.4,8,,1229.7,0.67,39.73,-104.99
ORD-003767,2026-01-01,FC-DFW-04,Dallas,TX,South,Grocery,51.52,3,154.56,2.32,6.96,One-Day,2026-01-02,2026-01-04,FedEx,Delivered,2.0,12.49,3.0,358,98,In Stock,Supplier-C,4.9,13,,2752.2,0.96,32.77,-96.79
ORD-003768,2025-11-13,FC-CHI-03,Chicago,IL,Midwest,Office Products,213.38,4,853.52,8.42,33.68,Two-Day,2025-11-15,2025-11-15,Amazon Logistics,Delivered,0.0,101.06,4.0,60,70,Low Stock,Supplier-A,2.6,9,,358.0,0.7,41.87,-87.62
ORD-003769,2026-05-11,FC-DEN-08,Denver,CO,West,Automotive,111.78,4,447.12,7.91,31.64,Same-Day,2026-05-11,,Amazon Logistics,In Transit,,83.57,,340,87,In Stock,Supplier-E,2.9,10,,222.4,0.62,39.73,-104.99
ORD-003770,2025-07-12,FC-DEN-08,Denver,CO,West,Office Products,124.17,2,248.34,4.11,8.22,Standard (3-5 days),2025-07-17,,Amazon Logistics,Pending,,20.55,,2,73,Low Stock,Supplier-B,4.1,3,,1777.6,0.91,39.73,-104.99
ORD-003771,2025-10-15,FC-ATL-07,Atlanta,GA,Southeast,Sports & Outdoors,27.75,4,111.0,2.0,8.0,Same-Day,2025-10-15,2025-10-16,Amazon Logistics,Delivered,1.0,23.3,5.0,186,67,In Stock,Supplier-B,4.7,19,,2316.5,0.84,33.75,-84.38
ORD-003772,2026-02-23,FC-DFW-04,Dallas,TX,South,Office Products,296.87,5,1484.35,5.95,29.75,One-Day,2026-02-24,2026-02-23,Amazon Logistics,Delivered,-1.0,91.73,4.0,210,33,In Stock,Supplier-D,3.6,7,,613.0,0.8,32.77,-96.79
ORD-003773,2025-12-29,FC-DEN-08,Denver,CO,West,Books,8.5,1,8.5,0.58,0.58,Standard (3-5 days),2026-01-01,,USPS,Pending,,3.29,,28,34,Low Stock,Supplier-E,2.9,6,,2551.4,0.81,39.73,-104.99
ORD-003774,2025-08-11,FC-ATL-07,Atlanta,GA,Southeast,Toys,54.25,4,217.0,6.26,25.04,Same-Day,2025-08-11,,Amazon Logistics,Out for Delivery,,42.76,,87,46,In Stock,Supplier-A,3.1,17,,2912.2,0.9,33.75,-84.38
ORD-003775,2025-10-16,FC-MIA-05,Miami,FL,Southeast,Toys,142.27,4,569.08,6.65,26.6,Same-Day,2025-10-16,2025-10-16,Amazon Logistics,Delivered,0.0,53.73,5.0,377,23,In Stock,Supplier-A,3.7,20,,1569.0,0.96,25.76,-80.19
ORD-003776,2026-02-25,FC-CHI-03,Chicago,IL,Midwest,Sports & Outdoors,128.59,5,642.95,9.46,47.3,Same-Day,2026-02-25,2026-02-25,Amazon Logistics,Delivered,0.0,142.45,3.0,466,60,In Stock,Supplier-B,3.5,8,,191.6,0.86,41.87,-87.62
ORD-003777,2026-05-07,FC-ATL-07,Atlanta,GA,Southeast,Office Products,144.81,5,724.05,6.65,33.25,One-Day,2026-05-08,2026-05-09,FedEx,Delivered,1.0,63.81,4.0,229,38,In Stock,Supplier-C,2.5,3,,1336.9,0.84,33.75,-84.38
ORD-003778,2026-04-15,FC-DFW-04,Dallas,TX,South,Sports & Outdoors,140.38,3,421.14,6.34,19.02,Standard (3-5 days),2026-04-20,,FedEx,In Transit,,43.37,,301,38,In Stock,Supplier-B,2.8,14,,369.7,0.6,32.77,-96.79
ORD-003779,2025-07-21,FC-LAX-02,Los Angeles,CA,West,Office Products,157.29,5,786.45,1.97,9.85,One-Day,2025-07-22,2025-07-22,FedEx,Delivered,0.0,23.83,5.0,394,72,In Stock,Supplier-D,4.3,18,,2955.5,0.74,34.05,-118.24
ORD-003780,2026-03-12,FC-LAX-02,Los Angeles,CA,West,Automotive,245.08,5,1225.4,5.33,26.65,Standard (3-5 days),2026-03-15,2026-03-18,FedEx,Delayed,3.0,63.43,,230,29,In Stock,Supplier-B,4.9,13,,2082.3,0.96,34.05,-118.24
ORD-003781,2025-06-21,FC-SEA-06,Seattle,WA,West,Automotive,202.5,3,607.5,7.38,22.14,Two-Day,2025-06-23,2025-06-23,FedEx,Delivered,0.0,61.51,3.0,136,27,In Stock,Supplier-E,4.9,11,,2796.7,0.71,47.6,-122.33
ORD-003782,2025-12-16,FC-DFW-04,Dallas,TX,South,Toys,145.52,1,145.52,1.0,1.0,One-Day,2025-12-17,,FedEx,Cancelled,,4.67,,491,30,In Stock,Supplier-A,3.8,17,,369.4,0.73,32.77,-96.79
ORD-003783,2025-11-24,FC-ATL-07,Atlanta,GA,Southeast,Sports & Outdoors,269.29,2,538.58,5.05,10.1,One-Day,2025-11-25,,FedEx,Pending,,22.65,,275,74,In Stock,Supplier-E,3.0,4,,78.1,0.98,33.75,-84.38
ORD-003784,2025-08-21,FC-DFW-04,Dallas,TX,South,Automotive,26.0,4,104.0,9.21,36.84,Two-Day,2025-08-23,2025-08-23,UPS,Delivered,0.0,67.45,4.0,91,87,In Stock,Supplier-E,3.6,7,,443.6,0.83,32.77,-96.79
ORD-003785,2025-12-30,FC-DEN-08,Denver,CO,West,Sports & Outdoors,20.93,1,20.93,8.22,8.22,Economy (5-8 days),2026-01-05,2026-01-05,Amazon Logistics,Delivered,0.0,21.81,5.0,113,33,In Stock,Supplier-A,4.3,20,,2771.9,0.65,39.73,-104.99
ORD-003786,2026-04-02,FC-SEA-06,Seattle,WA,West,Books,45.67,1,45.67,1.04,1.04,Economy (5-8 days),2026-04-10,2026-04-11,Amazon Logistics,Returned,1.0,4.21,,92,78,In Stock,Supplier-A,4.2,15,Changed Mind,1257.1,0.94,47.6,-122.33
ORD-003787,2026-01-16,FC-ATL-07,Atlanta,GA,Southeast,Health & Personal Care,226.43,4,905.72,1.57,6.28,One-Day,2026-01-17,,Amazon Logistics,In Transit,,19.18,,296,30,In Stock,Supplier-A,3.0,17,,837.7,0.98,33.75,-84.38
ORD-003788,2025-12-19,FC-DFW-04,Dallas,TX,South,Sports & Outdoors,58.89,3,176.67,0.18,0.54,Two-Day,2025-12-21,2025-12-21,Amazon Logistics,Delivered,0.0,3.69,4.0,228,75,In Stock,Supplier-C,2.7,14,,1448.9,0.95,32.77,-96.79
ORD-003789,2026-03-21,FC-CHI-03,Chicago,IL,Midwest,Home & Kitchen,288.61,2,577.22,8.92,17.84,Economy (5-8 days),2026-03-26,2026-03-29,Amazon Logistics,Delayed,3.0,28.42,,302,26,In Stock,Supplier-B,4.5,19,,521.5,0.78,41.87,-87.62
ORD-003790,2026-05-30,FC-DEN-08,Denver,CO,West,Clothing,108.18,2,216.36,1.84,3.68,Standard (3-5 days),2026-06-03,,FedEx,In Transit,,7.65,,187,23,In Stock,Supplier-B,3.0,16,,1582.1,0.94,39.73,-104.99
ORD-003791,2025-09-11,FC-MIA-05,Miami,FL,Southeast,Grocery,41.25,3,123.75,6.75,20.25,Standard (3-5 days),2025-09-15,2025-09-15,UPS,Delivered,0.0,29.69,3.0,169,77,In Stock,Supplier-A,4.9,21,,2728.2,0.98,25.76,-80.19
ORD-003792,2026-02-11,FC-SEA-06,Seattle,WA,West,Toys,28.43,5,142.15,0.11,0.55,Standard (3-5 days),2026-02-15,2026-02-20,UPS,Delayed,5.0,3.08,,35,42,Low Stock,Supplier-E,2.7,18,,375.6,0.64,47.6,-122.33
ORD-003793,2025-07-22,FC-MIA-05,Miami,FL,Southeast,Toys,136.65,3,409.95,4.32,12.96,One-Day,2025-07-23,2025-07-24,UPS,Delivered,1.0,22.14,5.0,5,59,Low Stock,Supplier-B,4.0,14,,2907.5,0.98,25.76,-80.19
ORD-003794,2025-06-23,FC-MIA-05,Miami,FL,Southeast,Office Products,221.9,1,221.9,4.23,4.23,One-Day,2025-06-24,2025-06-27,Amazon Logistics,Delayed,3.0,6.93,,22,68,Low Stock,Supplier-E,3.0,7,,773.5,0.85,25.76,-80.19
ORD-003795,2026-04-11,FC-DEN-08,Denver,CO,West,Office Products,31.51,4,126.04,5.27,21.08,Standard (3-5 days),2026-04-15,,Amazon Logistics,In Transit,,47.1,,113,93,In Stock,Supplier-A,3.9,13,,1841.3,0.62,39.73,-104.99
ORD-003796,2025-07-19,FC-MIA-05,Miami,FL,Southeast,Home & Kitchen,337.6,5,1688.0,3.28,16.4,Standard (3-5 days),2025-07-24,2025-07-25,UPS,Delivered,1.0,41.08,3.0,59,28,In Stock,Supplier-E,3.8,10,,2189.9,0.76,25.76,-80.19
ORD-003797,2025-06-22,FC-NYC-01,New York,NY,Northeast,Electronics,1075.29,4,4301.16,3.65,14.6,Same-Day,2025-06-22,2025-06-22,Amazon Logistics,Delivered,0.0,23.62,5.0,389,70,In Stock,Supplier-B,3.7,3,,2794.4,0.78,40.71,-74.0
ORD-003798,2025-10-27,FC-LAX-02,Los Angeles,CA,West,Automotive,297.16,3,891.48,1.26,3.78,Same-Day,2025-10-27,2025-10-27,Amazon Logistics,Delivered,0.0,8.49,5.0,199,56,In Stock,Supplier-E,3.8,13,,2971.0,0.85,34.05,-118.24
ORD-003799,2025-10-03,FC-LAX-02,Los Angeles,CA,West,Office Products,13.42,3,40.26,2.17,6.51,Economy (5-8 days),2025-10-08,2025-10-08,FedEx,Delivered,0.0,13.56,5.0,340,50,In Stock,Supplier-C,3.6,6,,901.1,0.66,34.05,-118.24
ORD-003800,2025-07-05,FC-DEN-08,Denver,CO,West,Office Products,91.51,1,91.51,9.97,9.97,One-Day,2025-07-06,2025-07-09,Amazon Logistics,Delayed,3.0,24.22,,69,88,Low Stock,Supplier-B,4.6,8,,1802.9,0.96,39.73,-104.99
ORD-003801,2025-07-15,FC-DFW-04,Dallas,TX,South,Automotive,61.24,1,61.24,6.71,6.71,Standard (3-5 days),2025-07-18,,Amazon Logistics,In Transit,,9.56,,400,83,In Stock,Supplier-C,3.1,7,,1190.7,0.81,32.77,-96.79
ORD-003802,2026-01-04,FC-MIA-05,Miami,FL,Southeast,Books,72.8,2,145.6,1.53,3.06,Economy (5-8 days),2026-01-12,2026-01-17,Amazon Logistics,Delayed,5.0,6.77,,193,80,In Stock,Supplier-B,4.0,11,,2720.0,0.71,25.76,-80.19
ORD-003803,2026-03-01,FC-DEN-08,Denver,CO,West,Clothing,103.18,2,206.36,0.71,1.42,One-Day,2026-03-02,2026-03-04,USPS,Delivered,2.0,5.72,3.0,382,50,In Stock,Supplier-B,4.1,4,,2331.1,0.97,39.73,-104.99
ORD-003804,2025-11-08,FC-DFW-04,Dallas,TX,South,Clothing,96.72,2,193.44,0.46,0.92,One-Day,2025-11-09,2025-11-11,Amazon Logistics,Delivered,2.0,5.26,2.0,109,59,In Stock,Supplier-C,4.2,5,,2468.6,0.69,32.77,-96.79
ORD-003805,2026-05-02,FC-LAX-02,Los Angeles,CA,West,Automotive,71.25,1,71.25,3.43,3.43,Standard (3-5 days),2026-05-07,2026-05-08,Amazon Logistics,Returned,1.0,7.75,,415,41,In Stock,Supplier-E,3.6,10,Not as Described,1827.4,0.75,34.05,-118.24
ORD-003806,2026-06-14,FC-CHI-03,Chicago,IL,Midwest,Automotive,61.86,5,309.3,3.2,16.0,One-Day,2026-06-15,,UPS,Out for Delivery,,38.03,,18,23,Low Stock,Supplier-E,2.9,10,,1252.1,0.78,41.87,-87.62
ORD-003807,2026-02-26,FC-SEA-06,Seattle,WA,West,Home & Kitchen,164.9,3,494.7,13.58,40.74,Standard (3-5 days),2026-03-02,,FedEx,In Transit,,65.22,,375,59,In Stock,Supplier-B,4.5,17,,2768.2,0.8,47.6,-122.33
ORD-003808,2026-01-13,FC-ATL-07,Atlanta,GA,Southeast,Automotive,140.04,2,280.08,2.53,5.06,One-Day,2026-01-14,2026-01-14,DHL,Delivered,0.0,12.37,5.0,353,77,In Stock,Supplier-B,3.7,13,,322.5,0.99,33.75,-84.38
ORD-003809,2026-01-17,FC-DFW-04,Dallas,TX,South,Home & Kitchen,300.32,1,300.32,5.15,5.15,Standard (3-5 days),2026-01-21,2026-01-23,Amazon Logistics,Delivered,2.0,10.09,1.0,355,98,In Stock,Supplier-D,3.6,14,,2525.8,0.61,32.77,-96.79
ORD-003810,2026-06-09,FC-DEN-08,Denver,CO,West,Home & Kitchen,180.83,4,723.32,14.58,58.32,Same-Day,2026-06-09,,Amazon Logistics,In Transit,,85.03,,117,48,In Stock,Supplier-B,3.4,8,,2328.7,0.86,39.73,-104.99
ORD-003811,2026-01-06,FC-SEA-06,Seattle,WA,West,Health & Personal Care,174.1,1,174.1,8.62,8.62,One-Day,2026-01-07,,Amazon Logistics,Out for Delivery,,23.21,,124,53,In Stock,Supplier-A,2.7,10,,1351.3,0.93,47.6,-122.33
ORD-003812,2025-07-27,FC-CHI-03,Chicago,IL,Midwest,Electronics,833.39,2,1666.78,0.87,1.74,Same-Day,2025-07-27,2025-07-28,Amazon Logistics,Delivered,1.0,7.71,3.0,322,75,In Stock,Supplier-A,4.9,15,,1639.9,0.85,41.87,-87.62
ORD-003813,2026-05-08,FC-ATL-07,Atlanta,GA,Southeast,Sports & Outdoors,198.68,2,397.36,5.18,10.36,Same-Day,2026-05-08,,Amazon Logistics,In Transit,,32.98,,413,56,In Stock,Supplier-E,4.9,16,,2417.1,0.97,33.75,-84.38
ORD-003814,2026-03-16,FC-DEN-08,Denver,CO,West,Health & Personal Care,137.73,4,550.92,8.91,35.64,Two-Day,2026-03-18,,UPS,Out for Delivery,,78.46,,492,30,In Stock,Supplier-A,4.9,7,,1874.0,0.81,39.73,-104.99
ORD-003815,2026-03-17,FC-DFW-04,Dallas,TX,South,Automotive,227.69,2,455.38,9.02,18.04,One-Day,2026-03-18,2026-03-18,Amazon Logistics,Delivered,0.0,42.55,5.0,148,84,In Stock,Supplier-D,3.0,7,,212.8,0.97,32.77,-96.79
ORD-003816,2026-04-26,FC-DFW-04,Dallas,TX,South,Electronics,729.82,4,2919.28,2.49,9.96,Standard (3-5 days),2026-04-29,,Amazon Logistics,In Transit,,31.39,,467,97,In Stock,Supplier-A,4.6,20,,1162.9,0.72,32.77,-96.79
ORD-003817,2025-09-01,FC-LAX-02,Los Angeles,CA,West,Home & Kitchen,393.6,3,1180.8,5.22,15.66,Same-Day,2025-09-01,2025-09-02,Amazon Logistics,Delivered,1.0,38.9,4.0,211,62,In Stock,Supplier-E,4.7,9,,1884.4,0.91,34.05,-118.24
ORD-003818,2025-11-04,FC-DEN-08,Denver,CO,West,Automotive,22.72,2,45.44,6.71,13.42,Standard (3-5 days),2025-11-07,2025-11-07,UPS,Delivered,0.0,20.83,5.0,20,21,Low Stock,Supplier-E,3.8,20,,952.8,0.97,39.73,-104.99
ORD-003819,2025-07-27,FC-DFW-04,Dallas,TX,South,Grocery,63.46,1,63.46,3.33,3.33,Two-Day,2025-07-29,2025-07-30,Amazon Logistics,Returned,1.0,12.27,,108,91,In Stock,Supplier-E,3.8,10,Defective,524.9,0.88,32.77,-96.79
ORD-003820,2025-11-20,FC-MIA-05,Miami,FL,Southeast,Toys,9.66,2,19.32,0.55,1.1,Standard (3-5 days),2025-11-23,2025-11-22,FedEx,Delivered,-1.0,3.75,4.0,318,82,In Stock,Supplier-B,4.4,20,,1890.2,0.98,25.76,-80.19
ORD-003821,2025-07-25,FC-CHI-03,Chicago,IL,Midwest,Home & Kitchen,139.75,2,279.5,7.03,14.06,Standard (3-5 days),2025-07-30,2025-08-04,Amazon Logistics,Delayed,5.0,16.16,,212,26,In Stock,Supplier-E,3.7,19,,942.3,0.79,41.87,-87.62
ORD-003822,2026-03-03,FC-NYC-01,New York,NY,Northeast,Toys,56.23,2,112.46,3.56,7.12,Standard (3-5 days),2026-03-08,2026-03-15,FedEx,Delayed,7.0,15.22,,465,74,In Stock,Supplier-B,2.8,4,,198.8,0.98,40.71,-74.0
ORD-003823,2025-09-27,FC-SEA-06,Seattle,WA,West,Books,56.69,1,56.69,0.58,0.58,Standard (3-5 days),2025-10-02,2025-10-02,Amazon Logistics,Returned,0.0,3.94,,122,41,In Stock,Supplier-D,2.7,18,Late Delivery,577.0,0.87,47.6,-122.33
ORD-003824,2025-09-02,FC-NYC-01,New York,NY,Northeast,Office Products,68.04,4,272.16,5.19,20.76,Standard (3-5 days),2025-09-05,2025-09-08,FedEx,Delayed,3.0,63.32,,20,94,Low Stock,Supplier-C,4.8,11,,1568.0,0.63,40.71,-74.0
ORD-003825,2026-03-16,FC-MIA-05,Miami,FL,Southeast,Grocery,60.41,2,120.82,3.26,6.52,Economy (5-8 days),2026-03-21,2026-03-21,Amazon Logistics,Delivered,0.0,21.34,4.0,364,69,In Stock,Supplier-B,4.3,18,,640.3,0.67,25.76,-80.19
ORD-003826,2025-11-29,FC-SEA-06,Seattle,WA,West,Office Products,52.76,3,158.28,0.82,2.46,Two-Day,2025-12-01,,UPS,In Transit,,7.09,,16,33,Low Stock,Supplier-B,4.5,20,,1658.4,0.6,47.6,-122.33
ORD-003827,2026-01-01,FC-SEA-06,Seattle,WA,West,Office Products,245.57,5,1227.85,0.83,4.15,Two-Day,2026-01-03,2026-01-06,USPS,Delivered,3.0,13.85,1.0,172,87,In Stock,Supplier-D,2.8,11,,2945.8,0.66,47.6,-122.33
ORD-003828,2026-04-11,FC-CHI-03,Chicago,IL,Midwest,Books,61.5,3,184.5,1.93,5.79,Economy (5-8 days),2026-04-17,2026-04-17,UPS,Delivered,0.0,15.57,3.0,72,44,In Stock,Supplier-A,3.4,15,,2363.1,0.9,41.87,-87.62
ORD-003829,2026-05-05,FC-DEN-08,Denver,CO,West,Sports & Outdoors,204.12,1,204.12,7.19,7.19,Two-Day,2026-05-07,2026-05-10,UPS,Delivered,3.0,16.53,3.0,88,35,In Stock,Supplier-A,3.9,10,,2985.0,0.81,39.73,-104.99
ORD-003830,2026-05-13,FC-DFW-04,Dallas,TX,South,Grocery,65.3,1,65.3,4.82,4.82,Two-Day,2026-05-15,2026-05-15,UPS,Delivered,0.0,12.21,4.0,76,70,In Stock,Supplier-E,3.7,20,,1069.4,0.85,32.77,-96.79
ORD-003831,2026-05-29,FC-LAX-02,Los Angeles,CA,West,Office Products,190.22,4,760.88,0.48,1.92,Two-Day,2026-05-31,2026-06-03,Amazon Logistics,Delivered,3.0,7.47,2.0,328,90,In Stock,Supplier-C,4.5,21,,1395.6,0.77,34.05,-118.24
ORD-003832,2026-05-10,FC-ATL-07,Atlanta,GA,Southeast,Grocery,51.53,2,103.06,7.8,15.6,Economy (5-8 days),2026-05-15,2026-05-18,Amazon Logistics,Delayed,3.0,47.43,,357,58,In Stock,Supplier-D,4.0,11,,2980.6,0.82,33.75,-84.38
ORD-003833,2025-07-18,FC-SEA-06,Seattle,WA,West,Toys,59.1,3,177.3,2.92,8.76,Two-Day,2025-07-20,2025-07-20,Amazon Logistics,Delivered,0.0,13.97,5.0,98,82,In Stock,Supplier-D,3.8,14,,2781.2,0.95,47.6,-122.33
ORD-003834,2025-11-20,FC-LAX-02,Los Angeles,CA,West,Books,56.96,4,227.84,1.68,6.72,Same-Day,2025-11-20,,Amazon Logistics,Cancelled,,9.59,,147,73,In Stock,Supplier-C,3.1,13,,517.2,0.86,34.05,-118.24
ORD-003835,2026-06-07,FC-NYC-01,New York,NY,Northeast,Health & Personal Care,109.28,4,437.12,8.72,34.88,Same-Day,2026-06-07,,Amazon Logistics,In Transit,,49.71,,22,26,Low Stock,Supplier-B,4.3,4,,617.3,0.71,40.71,-74.0
ORD-003836,2026-01-24,FC-DFW-04,Dallas,TX,South,Electronics,680.21,4,2720.84,3.87,15.48,Two-Day,2026-01-26,2026-01-25,UPS,Delivered,-1.0,28.74,5.0,126,84,In Stock,Supplier-E,3.3,21,,1855.2,0.75,32.77,-96.79
ORD-003837,2025-10-15,FC-NYC-01,New York,NY,Northeast,Sports & Outdoors,163.07,2,326.14,8.84,17.68,Two-Day,2025-10-17,2025-10-17,Amazon Logistics,Delivered,0.0,32.68,5.0,278,26,In Stock,Supplier-D,3.5,15,,849.2,0.99,40.71,-74.0
ORD-003838,2025-07-14,FC-CHI-03,Chicago,IL,Midwest,Grocery,59.05,1,59.05,5.22,5.22,Standard (3-5 days),2025-07-19,2025-07-18,Amazon Logistics,Delivered,-1.0,18.11,5.0,444,52,In Stock,Supplier-D,4.6,18,,159.8,0.67,41.87,-87.62
ORD-003839,2025-10-18,FC-LAX-02,Los Angeles,CA,West,Toys,193.11,1,193.11,6.02,6.02,Two-Day,2025-10-20,,UPS,Pending,,14.77,,408,27,In Stock,Supplier-A,2.5,19,,1056.2,0.96,34.05,-118.24
ORD-003840,2025-07-29,FC-NYC-01,New York,NY,Northeast,Sports & Outdoors,25.5,5,127.5,0.83,4.15,Two-Day,2025-07-31,,Amazon Logistics,In Transit,,10.84,,335,34,In Stock,Supplier-B,3.0,13,,2502.5,0.98,40.71,-74.0
